Age,TypeofContact,CityTier,DurationOfPitch,Occupation,Gender,NumberOfPersonVisiting,NumberOfFollowups,ProductPitched,PreferredPropertyStar,MaritalStatus,NumberOfTrips,Passport,PitchSatisfactionScore,OwnCar,NumberOfChildrenVisiting,Designation,MonthlyIncome,IncomePerPerson,PitchEffectiveness,FamilySize,IsFrequentTraveller,ProdTaken
39.0,0,1,9.0,2,0,4,2.0,1,5.0,2,8.0,1,2,1,3.0,2,24658.0,6164.5,4.0,7.0,1,0
32.0,1,3,12.0,1,1,3,4.0,1,3.0,1,3.0,0,5,0,2.0,2,27024.0,9008.0,20.0,5.0,0,0
59.0,1,1,16.0,3,0,4,5.0,0,4.0,0,6.0,1,2,1,1.0,1,22024.0,5506.0,10.0,5.0,1,0
54.0,1,1,11.0,3,1,2,3.0,2,5.0,1,5.0,0,4,1,0.0,4,34406.0,17203.0,12.0,2.0,1,0
36.0,1,1,9.0,2,0,2,3.0,0,3.0,1,6.0,0,2,1,0.0,1,17835.0,8917.5,6.0,2.0,1,0
35.0,1,1,17.0,3,1,2,3.0,0,3.0,1,1.0,1,5,0,0.0,1,17660.0,8830.0,15.0,2.0,0,0
56.0,1,1,30.0,2,1,3,3.0,0,3.0,2,2.0,0,3,0,0.0,1,17587.0,5862.33,9.0,3.0,0,1
38.0,1,1,12.0,3,1,4,4.0,1,3.0,1,2.0,0,3,0,1.0,2,25025.0,6256.25,12.0,5.0,0,0
43.0,0,1,16.0,2,0,2,4.0,1,3.0,1,2.0,0,3,0,0.0,2,20257.0,10128.5,12.0,2.0,0,0
32.0,1,1,15.0,2,0,4,4.0,1,3.0,2,3.0,0,5,1,3.0,2,23102.0,5775.5,20.0,7.0,0,0
45.0,0,3,15.0,2,0,3,4.0,1,3.0,1,2.0,0,3,1,2.0,2,20593.0,6864.33,12.0,5.0,0,0
30.0,1,1,7.0,1,1,4,5.0,0,5.0,2,8.0,0,3,0,3.0,1,21040.0,5260.0,15.0,7.0,1,1
29.0,1,1,14.0,2,1,3,5.0,0,5.0,1,2.0,1,3,0,1.0,1,17119.0,5706.33,15.0,4.0,0,1
58.0,1,1,29.0,3,0,3,3.0,3,3.0,0,2.0,0,3,1,0.0,3,25312.0,8437.33,9.0,3.0,0,1
46.0,1,3,9.0,1,1,3,6.0,1,3.0,2,2.0,0,5,1,2.0,2,25310.0,8436.67,30.0,5.0,0,0
36.0,1,1,12.0,2,1,2,3.0,0,3.0,0,1.0,0,5,1,1.0,1,18210.0,9105.0,15.0,3.0,0,0
31.0,0,1,9.0,3,1,3,3.0,3,3.0,1,1.0,0,4,1,0.0,3,28675.0,9558.33,12.0,3.0,0,0
50.0,1,1,34.0,3,1,3,1.0,0,3.0,1,2.0,1,1,0,1.0,1,18221.0,6073.67,1.0,4.0,0,0
22.0,1,1,11.0,2,1,2,2.0,0,4.0,1,2.0,1,4,0,0.0,1,17328.0,8664.0,8.0,2.0,0,0
23.0,1,1,10.0,2,0,3,4.0,1,3.0,1,2.0,1,5,1,2.0,2,22849.0,7616.33,20.0,5.0,0,1
33.0,1,3,14.0,3,1,2,3.0,1,3.0,1,1.0,0,1,0,0.0,2,22104.0,11052.0,3.0,2.0,0,0
31.0,1,1,27.0,2,1,3,4.0,1,5.0,0,2.0,0,4,1,1.0,2,28635.0,9545.0,16.0,4.0,0,0
39.0,0,1,28.0,3,0,2,3.0,3,5.0,2,2.0,1,5,1,1.0,3,25880.0,12940.0,15.0,3.0,0,0
35.0,1,1,15.0,2,1,3,4.0,1,4.0,2,1.0,0,2,1,2.0,2,21540.0,7180.0,8.0,5.0,0,0
41.0,1,3,6.0,2,0,3,3.0,1,3.0,2,1.0,1,2,1,0.0,2,20993.0,6997.67,6.0,3.0,0,1
29.0,0,1,6.0,2,1,3,1.0,1,3.0,2,1.0,1,3,0,1.0,2,21294.0,7098.0,3.0,4.0,0,0
32.0,1,1,14.0,3,0,3,4.0,1,5.0,0,3.0,0,2,1,1.0,2,22984.0,7661.33,8.0,4.0,0,0
34.0,1,1,21.0,3,0,4,4.0,0,4.0,1,3.0,0,5,1,2.0,1,21434.0,5358.5,20.0,6.0,0,0
26.0,1,1,31.0,2,1,2,5.0,0,3.0,2,2.0,0,2,1,1.0,1,17293.0,8646.5,10.0,3.0,0,1
25.0,1,3,25.0,3,1,2,4.0,0,4.0,0,2.0,1,2,0,0.0,1,17413.0,8706.5,8.0,2.0,0,1
39.0,1,3,10.0,2,1,3,4.0,1,3.0,2,2.0,1,3,1,2.0,2,25539.0,8513.0,12.0,5.0,0,0
20.0,1,1,16.0,2,1,3,4.0,0,5.0,2,3.0,0,3,0,1.0,1,21230.0,7076.67,12.0,4.0,0,0
48.0,1,1,10.0,2,1,2,3.0,3,3.0,2,2.0,0,5,1,1.0,3,22898.0,11449.0,15.0,3.0,0,0
32.0,0,1,6.0,2,1,3,3.0,0,3.0,1,1.0,0,5,0,0.0,1,17314.0,5771.33,15.0,3.0,0,0
31.0,0,1,26.0,2,1,3,3.0,3,3.0,0,4.0,0,3,1,0.0,3,24824.0,8274.67,9.0,3.0,1,1
48.0,1,1,11.0,2,0,4,5.0,3,4.0,1,2.0,1,4,1,3.0,3,29011.0,7252.75,20.0,7.0,0,0
37.0,1,1,10.0,1,1,2,4.0,1,4.0,2,6.0,0,1,1,1.0,2,23163.0,11581.5,4.0,3.0,1,0
59.0,0,3,9.0,3,1,3,4.0,4,4.0,1,6.0,0,4,1,1.0,0,21383.0,7127.67,16.0,4.0,1,0
37.0,1,2,12.0,2,1,3,3.0,0,5.0,1,5.0,1,1,0,2.0,1,17073.0,5691.0,3.0,5.0,1,1
32.0,1,1,6.0,2,1,3,3.0,0,5.0,2,2.0,0,2,0,2.0,1,17956.0,5985.33,6.0,5.0,0,0
25.0,1,2,29.0,2,1,3,6.0,0,3.0,1,3.0,0,1,0,2.0,1,20233.0,6744.33,6.0,5.0,0,1
23.0,1,1,15.0,2,1,4,6.0,0,5.0,1,3.0,0,1,0,2.0,1,21129.0,5282.25,6.0,6.0,0,0
36.0,1,1,15.0,3,1,2,4.0,1,4.0,1,3.0,1,4,0,1.0,2,23847.0,11923.5,16.0,3.0,0,0
42.0,0,1,9.0,2,0,4,5.0,1,3.0,2,4.0,1,1,0,1.0,2,25489.0,6372.25,5.0,5.0,1,0
25.0,1,1,25.0,2,1,3,4.0,0,3.0,0,2.0,0,4,1,1.0,1,21452.0,7150.67,16.0,4.0,0,0
27.0,0,1,7.0,2,0,3,4.0,1,4.0,1,3.0,0,5,0,2.0,2,25075.0,8358.33,20.0,5.0,0,0
42.0,1,1,9.0,2,0,3,6.0,0,3.0,1,6.0,1,3,0,1.0,1,21456.0,7152.0,18.0,4.0,1,1
49.0,1,1,26.0,3,0,3,3.0,1,5.0,1,2.0,0,1,1,0.0,2,21567.0,7189.0,3.0,3.0,0,0
19.0,0,1,16.0,3,0,3,4.0,0,4.0,2,2.0,1,5,0,2.0,1,16859.0,5619.67,20.0,5.0,0,1
45.0,1,1,15.0,2,1,4,2.0,0,3.0,0,4.0,1,3,1,3.0,1,21496.0,5374.0,6.0,7.0,1,0
36.0,1,3,6.0,2,1,2,3.0,1,3.0,1,2.0,1,3,1,1.0,2,21201.0,10600.5,9.0,3.0,0,0
38.0,1,1,6.0,2,0,2,3.0,3,3.0,2,5.0,1,1,0,1.0,3,22861.0,11430.5,3.0,3.0,1,0
39.0,1,1,7.0,2,0,3,4.0,0,5.0,2,5.0,0,1,0,2.0,1,21297.0,7099.0,4.0,5.0,1,0
26.0,0,1,6.0,3,0,3,4.0,0,3.0,1,2.0,0,1,0,0.0,1,17007.0,5669.0,4.0,3.0,0,0
34.0,1,3,20.0,1,0,2,3.0,0,3.0,1,2.0,1,5,1,1.0,1,17579.0,8789.5,15.0,3.0,0,0
31.0,1,1,27.0,2,1,3,4.0,1,5.0,1,2.0,0,4,0,2.0,2,28635.0,9545.0,16.0,5.0,0,0
19.0,1,3,11.0,2,1,3,3.0,3,4.0,2,1.0,1,4,1,0.0,3,17994.0,5998.0,12.0,3.0,0,1
38.0,1,3,8.0,3,0,3,5.0,1,3.0,1,3.0,1,3,0,0.0,2,20405.0,6801.67,15.0,3.0,0,0
36.0,1,1,32.0,2,1,3,5.0,1,3.0,2,6.0,0,2,0,2.0,2,22359.0,7453.0,10.0,5.0,1,0
45.0,1,2,7.0,3,1,4,5.0,3,5.0,0,2.0,0,4,1,1.0,3,29160.0,7290.0,20.0,5.0,0,1
27.0,1,1,20.0,2,1,2,3.0,0,5.0,0,2.0,1,4,1,0.0,1,17235.0,8617.5,12.0,2.0,0,0
53.0,1,1,8.0,1,0,3,4.0,3,3.0,1,1.0,0,5,1,2.0,3,25169.0,8389.67,20.0,5.0,0,1
30.0,1,3,13.0,3,1,2,3.0,0,4.0,2,1.0,0,2,1,0.0,1,17983.0,8991.5,6.0,2.0,0,0
41.0,1,1,18.0,1,0,2,3.0,2,3.0,0,2.0,0,4,1,0.0,4,34545.0,17272.5,12.0,2.0,0,1
50.0,0,2,9.0,3,1,3,3.0,2,4.0,1,2.0,0,1,1,2.0,4,33200.0,11066.67,3.0,5.0,0,0
26.0,0,1,8.0,2,1,2,3.0,0,5.0,0,7.0,1,5,1,0.0,1,17042.0,8521.0,15.0,2.0,1,1
29.0,1,3,16.0,3,0,2,4.0,1,4.0,1,2.0,1,5,1,0.0,2,23268.0,11634.0,20.0,2.0,0,0
33.0,1,1,20.0,3,0,3,3.0,0,4.0,0,2.0,0,5,0,0.0,1,17756.0,5918.67,15.0,3.0,0,0
41.0,1,3,14.0,3,1,3,4.0,0,4.0,2,3.0,0,5,0,1.0,1,23339.0,7779.67,20.0,4.0,0,1
31.0,1,3,12.0,2,0,3,4.0,3,3.0,1,4.0,0,4,1,2.0,3,28097.0,9365.67,16.0,5.0,1,0
32.0,1,1,14.0,3,0,3,1.0,1,3.0,1,6.0,0,3,1,2.0,2,20175.0,6725.0,3.0,5.0,1,0
59.0,1,1,9.0,1,1,3,4.0,0,3.0,2,6.0,0,2,1,2.0,1,21157.0,7052.33,8.0,5.0,1,1
41.0,1,1,25.0,2,1,2,3.0,1,5.0,1,3.0,0,2,1,0.0,2,18072.0,9036.0,6.0,2.0,0,0
49.0,1,3,9.0,3,0,3,4.0,1,3.0,0,4.0,0,5,1,1.0,2,22729.0,7576.33,20.0,4.0,1,0
31.0,0,1,13.0,2,0,2,4.0,3,3.0,0,2.0,0,2,1,1.0,3,23943.0,11971.5,8.0,3.0,0,0
57.0,0,3,13.0,2,0,3,3.0,4,5.0,0,2.0,0,3,1,1.0,0,31890.0,10630.0,9.0,4.0,0,0
28.0,0,2,29.0,2,0,3,5.0,0,4.0,1,3.0,0,1,1,1.0,1,21541.0,7180.33,5.0,4.0,0,1
36.0,0,1,9.0,3,1,3,4.0,1,3.0,1,4.0,0,3,0,2.0,2,24440.0,8146.67,12.0,5.0,1,0
36.0,1,2,15.0,1,0,2,3.0,0,3.0,1,2.0,0,1,1,0.0,1,20410.0,10205.0,3.0,2.0,0,1
30.0,1,3,10.0,3,0,4,4.0,1,3.0,1,3.0,0,1,0,1.0,2,24239.0,6059.75,4.0,5.0,0,0
53.0,0,1,26.0,3,1,3,4.0,0,3.0,1,2.0,0,3,1,1.0,1,22936.0,7645.33,12.0,4.0,0,0
49.0,0,1,14.0,2,1,3,4.0,1,4.0,0,2.0,0,3,1,2.0,2,20130.0,6710.0,12.0,5.0,0,0
34.0,0,3,15.0,2,0,3,5.0,0,3.0,2,2.0,0,2,1,2.0,1,21020.0,7006.67,10.0,5.0,0,0
44.0,1,3,16.0,3,0,3,6.0,1,3.0,2,2.0,0,1,0,1.0,2,24024.0,8008.0,6.0,4.0,0,1
39.0,1,1,17.0,3,0,4,4.0,1,3.0,0,5.0,0,3,1,3.0,2,28502.0,7125.5,12.0,7.0,1,0
36.0,1,1,9.0,2,1,3,1.0,1,5.0,1,7.0,0,1,1,2.0,2,21842.0,7280.67,1.0,5.0,1,0
35.0,1,1,29.0,3,1,3,5.0,0,3.0,1,1.0,0,1,1,0.0,1,17705.0,5901.67,5.0,3.0,0,0
37.0,1,1,20.0,2,0,3,3.0,0,5.0,1,2.0,0,4,1,1.0,1,18034.0,6011.33,12.0,4.0,0,0
36.0,1,1,7.0,2,0,3,2.0,0,3.0,2,5.0,0,3,1,2.0,1,21184.0,7061.33,6.0,5.0,1,0
24.0,0,1,10.0,2,1,2,4.0,0,3.0,1,1.0,0,3,0,1.0,1,18162.0,9081.0,12.0,3.0,0,0
37.0,1,1,16.0,3,1,3,5.0,1,4.0,1,4.0,1,4,0,2.0,2,27525.0,9175.0,20.0,5.0,1,0
36.0,1,1,30.0,3,0,2,4.0,0,5.0,1,5.0,1,4,0,1.0,1,22692.0,11346.0,16.0,3.0,1,0
41.0,1,3,29.0,3,1,4,5.0,1,3.0,1,4.0,1,3,1,1.0,2,25058.0,6264.5,15.0,5.0,1,1
31.0,1,3,12.0,2,1,3,5.0,1,3.0,0,5.0,1,3,1,1.0,2,21172.0,7057.33,15.0,4.0,1,1
36.0,1,1,11.0,2,1,4,4.0,0,3.0,1,3.0,0,4,0,1.0,1,20629.0,5157.25,16.0,5.0,0,0
35.0,0,3,6.0,3,0,3,3.0,3,3.0,2,2.0,0,5,1,0.0,3,23789.0,7929.67,15.0,3.0,0,0
34.0,1,3,15.0,2,1,3,4.0,1,5.0,1,4.0,0,5,1,1.0,2,25070.0,8356.67,20.0,4.0,1,0
30.0,1,1,22.0,2,0,3,5.0,1,3.0,2,2.0,1,1,1,2.0,2,22871.0,7623.67,5.0,5.0,0,0
37.0,1,3,7.0,2,1,3,4.0,1,3.0,1,3.0,1,3,1,2.0,2,24879.0,8293.0,12.0,5.0,0,0
19.0,1,1,10.0,2,1,3,4.0,0,3.0,2,3.0,0,4,0,1.0,1,20098.0,6699.33,16.0,4.0,0,1
39.0,1,3,8.0,2,1,2,1.0,3,3.0,2,1.0,0,1,0,0.0,3,22880.0,11440.0,1.0,2.0,0,0
44.0,0,1,29.0,3,1,3,3.0,1,4.0,0,5.0,0,3,1,0.0,2,17042.0,5680.67,9.0,3.0,1,0
41.0,0,1,16.0,2,1,4,5.0,1,3.0,0,2.0,0,5,1,1.0,2,23554.0,5888.5,25.0,5.0,0,0
41.0,0,3,9.0,3,1,4,4.0,1,4.0,0,7.0,0,4,1,3.0,2,23005.0,5751.25,16.0,7.0,1,0
41.0,1,1,8.0,2,0,2,5.0,0,3.0,1,5.0,1,3,0,0.0,1,17778.0,8889.0,15.0,2.0,1,1
35.0,1,1,13.0,2,1,3,4.0,0,3.0,1,2.0,0,3,1,0.0,1,17690.0,5896.67,12.0,3.0,0,0
34.0,1,1,33.0,3,0,3,3.0,0,4.0,2,3.0,0,3,0,0.0,1,17311.0,5770.33,9.0,3.0,0,0
27.0,1,3,11.0,3,1,3,5.0,1,3.0,2,3.0,1,2,1,2.0,2,24506.0,8168.67,10.0,5.0,0,1
43.0,1,1,24.0,2,0,3,3.0,1,5.0,2,5.0,1,2,0,1.0,2,25223.0,8407.67,6.0,4.0,1,0
32.0,1,3,27.0,2,0,4,6.0,1,3.0,0,5.0,1,3,1,1.0,2,23237.0,5809.25,18.0,5.0,1,1
33.0,0,1,13.0,2,1,2,3.0,1,3.0,1,2.0,0,5,1,1.0,2,20968.0,10484.0,15.0,3.0,0,0
29.0,1,1,31.0,1,0,3,4.0,0,4.0,0,6.0,0,3,0,2.0,1,17546.0,5848.67,12.0,5.0,1,1
46.0,1,1,32.0,2,0,4,5.0,1,3.0,1,2.0,0,4,0,1.0,2,24584.0,6146.0,20.0,5.0,0,0
50.0,1,3,18.0,3,0,3,4.0,3,3.0,0,3.0,0,4,0,2.0,3,26332.0,8777.33,16.0,5.0,0,1
34.0,1,3,12.0,3,0,3,4.0,0,3.0,2,3.0,1,2,1,1.0,1,21529.0,7176.33,8.0,4.0,0,1
43.0,0,1,13.0,3,1,2,1.0,0,3.0,1,5.0,0,4,1,0.0,1,17089.0,8544.5,4.0,2.0,1,0
39.0,1,3,23.0,2,0,3,4.0,1,4.0,2,4.0,0,1,0,1.0,2,22876.0,7625.33,4.0,4.0,1,0
40.0,0,1,22.0,3,1,2,4.0,1,3.0,2,7.0,0,5,0,0.0,2,20094.0,10047.0,20.0,2.0,1,0
28.0,1,3,16.0,3,1,3,4.0,1,3.0,2,3.0,0,1,0,2.0,2,22783.0,7594.33,4.0,5.0,0,0
45.0,1,1,7.0,2,1,4,2.0,1,5.0,1,4.0,0,3,1,3.0,2,23711.0,5927.75,6.0,7.0,1,0
40.0,0,1,15.0,3,0,2,3.0,3,3.0,2,1.0,0,4,0,0.0,3,28499.0,14249.5,12.0,2.0,0,0
29.0,1,3,6.0,3,0,2,4.0,0,3.0,1,7.0,1,2,0,1.0,1,17800.0,8900.0,8.0,3.0,1,1
46.0,1,1,21.0,2,1,2,3.0,2,4.0,1,6.0,0,3,1,1.0,4,34081.0,17040.5,9.0,3.0,1,0
34.0,1,1,15.0,2,1,3,2.0,0,5.0,1,8.0,0,3,1,2.0,1,21821.0,7273.67,6.0,5.0,1,0
38.0,0,3,8.0,2,1,2,4.0,1,3.0,1,4.0,0,5,1,1.0,2,20249.0,10124.5,20.0,3.0,1,0
29.0,0,1,6.0,2,1,3,5.0,0,3.0,1,2.0,0,2,1,0.0,1,17720.0,5906.67,10.0,3.0,0,0
35.0,1,1,10.0,2,1,3,3.0,0,3.0,1,2.0,0,4,1,1.0,1,16951.0,5650.33,12.0,4.0,0,0
28.0,1,1,13.0,3,0,4,5.0,0,3.0,1,2.0,0,1,0,2.0,1,20865.0,5216.25,5.0,6.0,0,0
28.0,1,1,10.0,3,1,3,5.0,0,3.0,2,2.0,0,1,1,2.0,1,20723.0,6907.67,5.0,5.0,0,0
51.0,1,3,30.0,3,0,2,4.0,1,4.0,2,1.0,1,5,1,1.0,2,17838.0,8919.0,20.0,3.0,0,1
37.0,1,3,24.0,3,1,3,5.0,1,4.0,1,4.0,0,4,1,1.0,2,24185.0,8061.67,20.0,4.0,1,0
23.0,1,1,22.0,3,0,3,4.0,0,3.0,2,3.0,0,1,1,2.0,1,21549.0,7183.0,4.0,5.0,0,0
21.0,1,3,18.0,2,0,2,2.0,0,4.0,2,2.0,0,5,0,1.0,1,17716.0,8858.0,10.0,3.0,0,1
53.0,1,1,11.0,2,0,2,3.0,2,3.0,1,5.0,0,4,1,0.0,4,34094.0,17047.0,12.0,2.0,1,0
39.0,1,3,9.0,3,0,4,6.0,1,3.0,1,4.0,1,3,0,1.0,2,24083.0,6020.75,18.0,5.0,1,0
27.0,1,1,12.0,2,1,2,4.0,0,3.0,0,2.0,0,2,1,1.0,1,17539.0,8769.5,8.0,3.0,0,0
42.0,1,1,6.0,2,0,3,3.0,0,5.0,1,4.0,0,3,1,1.0,1,17576.0,5858.67,9.0,4.0,1,0
54.0,1,3,7.0,3,0,3,4.0,1,5.0,2,2.0,0,1,1,2.0,2,27059.0,9019.67,4.0,5.0,0,0
46.0,1,1,21.0,2,1,2,3.0,2,4.0,0,6.0,0,3,1,1.0,4,34081.0,17040.5,9.0,3.0,1,0
32.0,1,1,15.0,2,0,3,3.0,1,3.0,1,2.0,1,5,1,2.0,2,21322.0,7107.33,15.0,5.0,0,0
36.0,1,1,7.0,3,0,3,5.0,1,3.0,0,2.0,0,1,1,2.0,2,24041.0,8013.67,5.0,5.0,0,0
29.0,0,1,7.0,3,1,3,4.0,0,3.0,2,2.0,1,4,0,1.0,1,20832.0,6944.0,16.0,4.0,0,0
60.0,0,3,34.0,3,0,3,4.0,3,5.0,1,5.0,0,1,1,0.0,3,25266.0,8422.0,4.0,3.0,1,0
37.0,0,1,31.0,2,0,3,4.0,1,4.0,1,2.0,0,3,1,2.0,2,24352.0,8117.33,12.0,5.0,0,0
34.0,1,3,27.0,2,1,3,2.0,1,3.0,2,2.0,0,3,1,0.0,2,20337.0,6779.0,6.0,3.0,0,0
27.0,0,3,36.0,3,1,4,6.0,1,5.0,2,2.0,0,3,0,1.0,2,23647.0,5911.75,18.0,5.0,0,1
58.0,1,3,16.0,3,1,2,3.0,4,3.0,2,1.0,0,3,0,1.0,0,28872.0,14436.0,9.0,3.0,0,0
37.0,1,1,12.0,3,1,2,1.0,1,5.0,1,5.0,1,3,1,1.0,2,20974.0,10487.0,3.0,3.0,1,0
51.0,0,3,7.0,2,0,4,4.0,1,3.0,0,2.0,0,2,1,2.0,2,25025.0,6256.25,8.0,6.0,0,0
31.0,1,3,11.0,3,0,4,5.0,1,4.0,1,3.0,1,3,1,2.0,2,23887.0,5971.75,15.0,6.0,0,0
51.0,0,3,15.0,1,1,3,4.0,1,3.0,1,5.0,1,5,0,1.0,2,25474.0,8491.33,20.0,4.0,1,1
56.0,0,1,6.0,2,1,2,3.0,1,3.0,1,2.0,0,3,0,0.0,2,21306.0,10653.0,9.0,2.0,0,0
31.0,0,3,26.0,2,1,3,1.0,0,3.0,0,1.0,0,5,1,1.0,1,17791.0,5930.33,5.0,4.0,0,0
33.0,1,1,7.0,2,1,4,4.0,1,4.0,1,3.0,0,3,1,1.0,2,24898.0,6224.5,12.0,5.0,0,0
36.0,1,3,17.0,3,0,3,4.0,1,3.0,1,5.0,0,1,1,1.0,2,21652.0,7217.33,4.0,4.0,1,0
37.0,1,1,25.0,2,1,3,3.0,0,4.0,1,5.0,0,4,0,1.0,1,18022.0,6007.33,12.0,4.0,1,0
34.0,1,1,7.0,2,1,4,5.0,0,5.0,2,5.0,1,4,1,2.0,1,21477.0,5369.25,20.0,6.0,1,0
33.0,1,1,7.0,2,1,4,4.0,1,4.0,0,3.0,0,3,0,1.0,2,24898.0,6224.5,12.0,5.0,0,0
25.0,0,1,18.0,2,0,4,2.0,1,3.0,1,2.0,0,5,0,2.0,2,22689.0,5672.25,10.0,6.0,0,0
42.0,1,1,19.0,2,1,3,4.0,0,3.0,1,5.0,1,3,1,1.0,1,23444.0,7814.67,12.0,4.0,1,0
32.0,0,1,6.0,2,0,3,4.0,0,4.0,0,7.0,0,3,1,0.0,1,17332.0,5777.33,12.0,3.0,1,0
35.0,1,1,16.0,3,0,3,5.0,3,4.0,2,3.0,0,2,1,2.0,3,27299.0,9099.67,10.0,5.0,0,0
44.0,1,1,13.0,3,0,2,3.0,2,3.0,1,1.0,1,4,1,1.0,4,34049.0,17024.5,12.0,3.0,0,0
34.0,1,3,8.0,2,1,2,3.0,1,3.0,2,2.0,0,5,0,0.0,2,21274.0,10637.0,15.0,2.0,0,0
57.0,1,1,21.0,2,0,4,4.0,0,4.0,1,2.0,1,5,1,1.0,1,23641.0,5910.25,20.0,5.0,0,1
27.0,1,3,14.0,3,0,2,3.0,1,4.0,1,2.0,0,1,0,1.0,2,21214.0,10607.0,3.0,3.0,0,0
32.0,1,3,9.0,2,1,4,4.0,1,3.0,2,6.0,1,5,1,2.0,2,25260.0,6315.0,20.0,6.0,1,0
40.0,0,3,28.0,2,0,3,6.0,1,3.0,1,8.0,0,5,0,1.0,2,24414.0,8138.0,30.0,4.0,1,0
41.0,1,2,25.0,2,1,3,2.0,0,5.0,1,2.0,0,1,1,2.0,1,21065.0,7021.67,2.0,5.0,0,1
41.0,1,1,15.0,3,1,4,5.0,0,3.0,2,3.0,1,4,1,3.0,1,27772.0,6943.0,20.0,7.0,0,1
37.0,1,3,10.0,3,0,4,5.0,3,3.0,1,2.0,0,3,1,1.0,3,26322.0,6580.5,15.0,5.0,0,0
36.0,0,3,15.0,3,0,4,5.0,3,3.0,1,6.0,1,5,1,3.0,3,29055.0,7263.75,25.0,7.0,1,0
37.0,0,1,15.0,2,0,4,3.0,3,5.0,0,2.0,0,3,0,1.0,3,30391.0,7597.75,9.0,5.0,0,0
28.0,0,3,6.0,3,1,3,4.0,1,3.0,0,2.0,0,3,0,2.0,2,23020.0,7673.33,12.0,5.0,0,0
24.0,0,1,10.0,2,1,2,4.0,0,3.0,0,1.0,0,3,0,0.0,1,18162.0,9081.0,12.0,2.0,0,0
24.0,1,1,33.0,2,1,3,4.0,0,3.0,1,3.0,0,2,1,2.0,1,21582.0,7194.0,8.0,5.0,0,0
34.0,1,3,20.0,1,0,2,3.0,0,3.0,1,2.0,1,5,1,0.0,1,17579.0,8789.5,15.0,2.0,0,0
44.0,1,1,14.0,2,1,3,1.0,0,3.0,0,3.0,1,3,1,2.0,1,17818.0,5939.33,3.0,5.0,0,0
48.0,1,3,22.0,2,0,3,3.0,1,3.0,1,1.0,0,4,1,0.0,2,21439.0,7146.33,12.0,3.0,0,0
41.0,0,3,16.0,2,1,2,3.0,1,3.0,2,1.0,0,1,0,1.0,2,21230.0,10615.0,3.0,3.0,0,0
37.0,0,3,10.0,3,1,3,5.0,3,3.0,0,6.0,0,2,0,2.0,3,28377.0,9459.0,10.0,5.0,1,0
34.0,1,1,14.0,3,1,3,4.0,3,3.0,0,2.0,0,4,0,1.0,3,30369.0,10123.0,16.0,4.0,0,0
38.0,0,3,26.0,3,1,3,4.0,3,4.0,2,3.0,1,5,0,1.0,3,26320.0,8773.33,20.0,4.0,0,0
34.0,1,1,12.0,2,1,3,5.0,3,3.0,1,6.0,0,3,0,1.0,3,25797.0,8599.0,15.0,4.0,1,0
30.0,1,1,26.0,2,1,2,3.0,1,5.0,0,1.0,0,4,1,0.0,2,24957.0,12478.5,12.0,2.0,0,0
21.0,1,1,24.0,2,0,3,3.0,0,3.0,2,2.0,0,3,1,2.0,1,17693.0,5897.67,9.0,5.0,0,1
52.0,1,1,6.0,2,1,3,3.0,4,3.0,1,3.0,0,1,1,2.0,0,32099.0,10699.67,3.0,5.0,0,0
36.0,1,3,7.0,3,1,3,4.0,1,3.0,1,2.0,0,3,0,2.0,2,23395.0,7798.33,12.0,5.0,0,0
49.0,1,3,17.0,3,0,2,3.0,3,3.0,0,2.0,0,4,0,1.0,3,22654.0,11327.0,12.0,3.0,0,1
32.0,1,3,27.0,2,0,4,6.0,1,3.0,1,5.0,1,3,0,3.0,2,23237.0,5809.25,18.0,7.0,1,1
45.0,1,1,12.0,2,1,2,3.0,3,5.0,0,5.0,1,3,0,0.0,3,28245.0,14122.5,9.0,2.0,1,0
30.0,0,1,9.0,2,0,4,4.0,0,4.0,0,2.0,0,5,0,3.0,1,21858.0,5464.5,20.0,7.0,0,0
28.0,0,1,30.0,1,1,3,4.0,3,5.0,2,2.0,0,1,1,1.0,3,23722.0,7907.33,4.0,4.0,0,1
38.0,1,1,15.0,2,0,3,3.0,0,3.0,2,2.0,0,2,1,1.0,1,17288.0,5762.67,6.0,4.0,0,0
46.0,1,2,31.0,3,1,3,4.0,0,4.0,2,3.0,0,4,0,1.0,1,20855.0,6951.67,16.0,4.0,0,0
28.0,1,1,8.0,2,1,3,4.0,0,4.0,0,1.0,0,2,0,2.0,1,18201.0,6067.0,8.0,5.0,0,0
37.0,1,3,8.0,3,1,3,3.0,1,3.0,0,5.0,1,3,0,1.0,2,24602.0,8200.67,9.0,4.0,1,0
35.0,1,3,23.0,2,1,3,3.0,1,5.0,1,4.0,1,3,0,2.0,2,23966.0,7988.67,9.0,5.0,1,0
32.0,0,1,7.0,2,0,4,2.0,3,4.0,2,3.0,0,3,1,3.0,3,26124.0,6531.0,6.0,7.0,0,1
29.0,1,1,31.0,1,0,3,4.0,0,4.0,1,6.0,0,3,1,2.0,1,17546.0,5848.67,12.0,5.0,1,1
34.0,0,1,9.0,2,1,2,3.0,1,3.0,2,1.0,0,2,1,0.0,2,22756.0,11378.0,6.0,2.0,0,0
35.0,0,1,24.0,2,1,3,3.0,1,3.0,1,2.0,1,3,1,0.0,2,20689.0,6896.33,9.0,3.0,0,0
40.0,1,1,9.0,1,0,4,5.0,1,3.0,2,3.0,0,2,1,1.0,2,23231.0,5807.75,10.0,5.0,0,0
